,reg_IC50,reg_CC50,reg_SI,clf_IC50,clf_CC50,clf_SI,clf_SI_gt_8,MI_avg
VSA_EState1,0.10625541133342997,0.31718688916115934,0.0934120142492616,0.049367805125322795,0.08777130795949573,0.01998964372743739,0.05238775321308897,0.10376726068131369
VSA_EState10,0.028746878045986524,0.10431244057006128,0.02271977961152505,0.0,0.028799510602225853,0.0,0.0,0.026368372689971244
VSA_EState2,0.1345304674953507,0.44932690078494497,0.06231919818024689,0.042298995764513014,0.06256579211008018,0.046952302791001266,0.07034867017234903,0.12404890389978372
VSA_EState3,0.12283310840537176,0.29447756314124307,0.06033945379529859,0.09192618901434702,0.07790737818291493,0.04323629169457166,0.02879307328127645,0.10278757964500336
VSA_EState4,0.13231161253356882,0.3071945128366478,0.09774025495040473,0.0025080754566682018,0.04672539506456719,0.05200126987143161,0.0625432605442362,0.10014634017964637
VSA_EState5,0.08171826800651161,0.3370971835505383,0.09610444305458721,0.029351406828142856,0.050405933891483734,0.05315291316741377,0.04967695021378549,0.09964387124463757
VSA_EState6,0.10287626702300301,0.23799690179013488,0.018171893345456436,0.03482226305112812,0.02588258533138088,0.03232989271630271,0.04845610905843101,0.07150513033083386
VSA_EState7,0.0872383133289869,0.3401304748509424,0.10128948430578877,0.044675695542018445,0.08627371702012332,0.027454695537704188,0.029945052674170247,0.10242963332281918
VSA_EState8,0.1706431647951212,0.40719809662444906,0.09037808009271942,0.08292443847188369,0.08417086603497159,0.024292872514466435,0.023798764070363854,0.1262008975148536
VSA_EState9,0.0629527613788261,0.15093465651722293,0.05502093803095898,0.006712078864829163,0.02189792117673517,0.0,0.03737881487278627,0.04784245297733695
FractionCSP3,0.0795829790728626,0.3719699443023292,0.0768677951112906,0.03339835185361428,0.04420583794285693,0.03181543062293635,0.048732710437769944,0.09808186419195142
HeavyAtomCount,0.1848912953126809,0.6528257160031954,0.02301665848570167,0.03582085583263095,0.013169108770622273,0.02247400583850001,0.019755624627958213,0.13599332355304133
NHOHCount,0.07231694408127076,0.1615502910308888,0.04071443068445335,0.032360549748498446,0.03437135144658998,0.007887581137199895,0.011909412669606656,0.051587222971215416
NOCount,0.09006526191435649,0.28764541782207154,0.03597715761892406,0.032300893411128184,0.03550576921888715,0.03107107776647977,0.05158977005984622,0.08059362111595621
NumAliphaticCarbocycles,0.08689825401908369,0.1710334964438749,0.0807737613519457,0.011500468671808761,0.038280670858035215,0.06333106597888238,0.015817341437927235,0.06680500839450827
NumAliphaticHeterocycles,0.06701790876251312,0.19007424700470787,0.03337918105500037,0.0,0.0,0.018943514778481996,0.048998237763703045,0.05120186990920091
NumAliphaticRings,0.09837275739815343,0.22412457116871343,0.09121370290410669,0.0,0.015719110468488173,0.013877827768646656,0.008544613602392781,0.0645503690443573
NumAromaticCarbocycles,0.06453533812414092,0.1617900615563448,0.033347446443173556,0.006925338159717853,0.0,0.0,1.5774514461330824e-05,0.03808770839969121
NumAromaticHeterocycles,0.01804867264844412,0.13768035160123415,0.025509601905875368,0.025801376199047876,0.022725000286876407,0.018513637929951532,0.020078806275560135,0.03833677812099851
NumAromaticRings,0.05982544651362165,0.22846611016189433,0.028964878093773017,0.013994635159800595,0.0,0.003881977873546827,0.013442507008678772,0.04979650783018789
NumHAcceptors,0.09634356822909096,0.2906350818568839,0.015409271770780997,0.027778900922730054,0.006525263314683061,0.04281732577548247,0.01072991958770908,0.07003419020819436
NumHDonors,0.03330078084323107,0.142153048850997,0.024750313478576036,0.045778769604779335,0.030156671062112617,0.013260597903423488,0.008214321361084354,0.04251635758631484
NumHeteroatoms,0.06049229105717391,0.31686129025685483,0.08036609945626783,0.007905031132279694,0.023991649003442195,0.008453086295580503,0.01233454729067418,0.07291485635603902
NumRotatableBonds,0.06268163615892686,0.26780029786321347,0.05308289017755019,0.02862225139083363,0.008716060693719552,0.0,0.016840295323239607,0.06253477594392619
NumSaturatedCarbocycles,0.04858076524513999,0.11522155287125391,0.07470887134217419,0.0,0.023099887224165006,0.0,0.0,0.037373010954676156
NumSaturatedHeterocycles,0.07546594135383211,0.14839101028272617,0.07732683178789701,0.011956123492536497,0.07422748915268085,0.0,0.0,0.05533819943852466
NumSaturatedRings,0.059397780996909955,0.16019120669287412,0.025750128144654827,0.0,0.0029713271085254345,0.0,0.0005131081443454644,0.0355462215839014
RingCount,0.08910867019519042,0.3091655956347057,0.04708738718887595,0.0,0.016622489917868633,0.002833008148613647,0.0,0.06640245015503633
MolLogP,0.13137148214351768,0.3233383746068341,0.08368873899688811,0.0442385914795127,0.0544699411754177,0.014386705647727815,0.02277307492588454,0.09632384413939753
MolMR,0.09587022278357082,0.5721258883078821,0.006191909292448727,0.03008789864087902,0.05074856911301362,0.03968831945020446,0.03656794828925225,0.11875439369675014
fr_Al_COO,0.014181595344230802,0.05465216448324339,0.019299560215934486,0.0,0.018197020541496522,0.0002207704454093573,0.0,0.015221587290044938
fr_Al_OH,0.04975278094264102,0.09479446942766856,0.008527788080441967,0.014274457397198459,0.0023556986012169823,0.026448284503225006,0.01069080900784214,0.02954918399431916
fr_Al_OH_noTert,0.0330135878366431,0.04999581406147202,0.021197818841582672,0.0,0.014596265067824854,0.015048133165823208,0.017515856169837862,0.021623925020454817
fr_ArN,0.0,0.00792145245763376,0.0,0.0116935432876204,0.0,0.01860720761355794,0.012927415265564068,0.007307088374910882
fr_Ar_COO,0.0,0.0,0.00950517647044058,0.0,0.0,0.0,0.00416741778707852,0.001953227751074157
fr_Ar_N,0.0684371252250644,0.1211716374945846,0.006083553277860254,0.0,0.0,0.0,0.0038958040256396043,0.02851258857473555
fr_Ar_NH,0.027840955992182614,0.01497658604505303,0.0039053737840617497,0.007319852098249813,0.013141786157182311,0.0,0.0,0.009597793439532789
fr_Ar_OH,0.05010638918244403,0.07237211254272946,0.0009255906604128672,0.027574672078005236,0.023608947883895448,0.0,0.0,0.02494110176392672
fr_COO,0.011849971705540696,0.051261550226817,0.0151296999812367,0.0,0.0,0.0,0.004311656428675592,0.011793268334609999
fr_COO2,0.011849971705540696,0.051261550226817,0.001946772176655509,0.0,0.015182816285757461,0.0,0.0,0.011463015770681524
fr_C_O,0.04626443666234081,0.17713376356325972,0.01125200078649824,0.0,0.009798824284301677,0.03892782606973366,0.036232776059857974,0.04565851820371315
fr_C_O_noCOO,0.040639458999153,0.17949903172483261,0.018126804767216953,0.01374687968632049,0.01663317661376551,0.001967298296712938,0.0,0.03865895001257164
fr_C_S,0.01441285913624668,0.04954414460551826,0.013742462981979564,0.01699824543216555,0.008717258625816404,0.029483309386278078,0.046305342842233754,0.025600517572891186
fr_HOCCN,0.0,2.220446049250313e-16,0.022864584808059307,0.0,0.019915018182180333,0.0,0.0,0.006111371855748552
fr_Imine,0.023838154990524885,0.03414056309151836,0.03018773595906632,0.0037338035439034023,0.02589235972104298,0.027141823370994578,0.003111000872430658,0.021149348792783025
fr_NH0,0.05834521216782207,0.23135660666055724,0.049382730346346104,0.0,0.028225648109644785,0.008296736365619228,0.008043226282274496,0.05480716570460913
fr_NH1,0.04528586920707456,0.1203604952338706,0.0,0.0,0.013178391315774363,0.010105307484375103,0.011319258709957536,0.02860704599300745
fr_NH2,0.02949831709635764,0.06393950361594336,0.027883713915634045,0.012379397371578005,0.013557949677345471,0.0016702236985914887,0.0035251484405403044,0.021779179116570044
fr_Ndealkylation1,0.018416491061103324,0.05967595694402017,0.018964370546541653,0.0,0.001130215866804507,0.0,0.0162884341520948,0.016353638367223495
fr_Ndealkylation2,0.01692723742463964,0.07077241332651418,0.00726064558903694,0.006165180253614011,0.0,0.0,0.0,0.014446496656257826
fr_Nhpyrrole,0.027840955992182614,0.01497658604505303,0.008215782973753916,0.0,0.0,0.004563604489819184,0.010933190985857433,0.009504302926666597
fr_aldehyde,0.0,0.0007511701164379936,0.0040717140505615035,0.0,0.005705195211070935,0.0,0.0,0.0015040113397243474
fr_alkyl_carbamate,0.023829993883715206,0.029638606553884284,0.0,0.0,0.018161418446074995,0.0,0.007352505528368747,0.011283217773149033
fr_alkyl_halide,0.028015713929720132,0.05054852837951951,0.011026991777219441,0.022868765168242655,0.04895011559631124,0.0,0.0,0.023058587835858995
fr_allylic_oxid,0.05713037911954455,0.08970732114710556,0.02113916345183875,0.01641879648218314,0.04575096860416683,0.0,0.013650622782491073,0.03482817879818999
fr_amide,0.011946757460822521,0.10434159980991775,0.027432855575609816,0.03247669235517647,0.029799818313959614,0.030239220227520347,0.0008485014444827854,0.03386934931249847
fr_amidine,0.0024408151724091276,0.003216074348042497,0.0018354906101272217,0.016445538316916863,0.0,0.0051810487550105755,0.024561031433223413,0.007668571233675671
fr_aniline,0.0,0.1453127131780798,0.0,0.0010816373850648375,0.006893764194701779,0.003808719930667781,0.019919823158067285,0.02528809397808307
fr_aryl_methyl,0.017856230388542782,0.021946851967494574,0.0021375137014769674,0.0,0.004988845802648356,0.008544678084996482,0.014956089795239658,0.010061458534342689
fr_azo,0.0,0.0,0.0032430868197184104,0.0071739244380655265,0.0,0.0,0.0,0.0014881444653977052
fr_benzene,0.06453533812414092,0.16247322108194595,0.02692576289223947,0.04065486154283948,0.0,0.009235857660297109,0.020326353557758026,0.04630734212274585
fr_bicyclic,0.09183634752417369,0.22341525936983242,0.07702938118726754,0.025192132173564863,0.010347660839006956,0.026395966506647994,0.03260696038454203,0.06954624399786222
fr_epoxide,0.0,0.0,0.012392042782492396,0.0,0.0,0.0,0.0,0.0017702918260703423
fr_ester,0.03988377932520848,0.07147788084443385,0.012322204023340833,0.014881791958357038,0.0,0.02977219591388658,0.013707633758257787,0.02600649797478351
fr_ether,0.0670575406178675,0.17685393687121564,0.0486792181148048,0.02570961290767615,0.014516707103182869,0.05821793972362621,0.02305706273596675,0.05915600258204856
fr_furan,0.0025853086743405918,0.012459886444201151,0.0038501228588243563,0.0,0.02486014157189942,0.0,0.0029176456460293654,0.006667586456470698
fr_guanido,0.0,0.0,0.0,0.013720191309636531,0.02473528726599361,0.007326971094964385,0.02071832640389437,0.009500110867784128
fr_halogen,0.019222278131294512,0.07371083749842922,0.041323503109576665,0.0,0.020336905496753266,0.0,0.0,0.022084789176579096
fr_hdrzine,0.0,0.000372395287367544,0.0,0.007364388110784548,0.020396032818851717,0.010867889190722346,0.014668005851804278,0.00766695875136149
fr_hdrzone,0.002759950158030433,0.05919156356737587,0.003516634869290103,0.015048156985796313,0.0,0.005510331335986329,0.0029527281987964393,0.012711337873610784
fr_imidazole,0.019968313033694063,0.06354576939621115,0.020687872731514956,0.013809242423618029,0.012174455988358535,0.0,0.0,0.018597950510485246
fr_imide,0.005973351549726003,0.024046785883867994,0.0,0.014228285369558558,0.0,0.011474587483650822,0.017401541898158346,0.010446364597851674
fr_ketone,0.04870609689112837,0.11164301079136019,0.01623458907853248,0.018671951645152784,0.01365193366854034,0.0,0.004728618319783884,0.030519457199214006
fr_ketone_Topliss,0.04192785669919341,0.0922170506369262,0.004528511521252332,0.0,0.0259159267424931,0.0,0.0,0.023512763657123577
fr_lactone,0.029294946026767743,0.07642601499925106,0.0444976214583197,0.0,0.0,0.0,0.0,0.021459797497762643
fr_methoxy,0.020063492810289185,0.0908199446376119,0.0428677683040406,0.0021889022987719997,0.0,0.0,0.0,0.022277158292959096
fr_morpholine,0.0,0.07431188097629216,0.006572654895786512,0.020422327272495044,0.0,0.00045526363917991475,0.006967786042302748,0.015532844689436625
fr_nitrile,0.001823750931788437,0.002340328177840023,0.0026684604218432106,0.0,0.0023113010440387605,0.0,0.0,0.001306262939358633
fr_nitro,0.007572733960092393,0.019394830351378456,0.005901216774902407,0.0,0.010577235175562194,0.0,0.011252285534806505,0.00781404311382028
fr_nitro_arom,0.002533904768838524,0.02078367098045797,0.0,0.019452094680465715,0.02143786000345549,0.0308401465994268,0.026209421055429782,0.01732244258401061
fr_nitro_arom_nonortho,0.0027625331656323526,0.01883604638578895,0.00810422272079192,0.007095281830655997,0.0,0.02034935016766881,0.022793256092663805,0.011420098623314548
fr_oxazole,0.0014747049377128452,0.001013740840873134,0.0,0.0,0.0,0.0,0.0,0.0003554922540837113
fr_oxime,0.0,0.0,0.0,0.00818214361019809,0.0,0.0,0.004355643372381479,0.0017911124260827954
fr_para_hydroxylation,0.01793525971886778,0.003212370662085462,0.06726581743904525,0.030158615103491382,0.008843966200401399,0.0,0.0,0.01820228987484161
fr_phenol,0.042180503950214554,0.07445911533630567,0.013325843559306438,0.0,0.02939041242082574,0.0,0.0,0.0227651250380932
fr_phenol_noOrthoHbond,0.04286834564798303,0.07445911533630567,0.006566471982710986,0.02333866906433535,0.03027464365576016,0.0038113052112529466,0.004201498128378667,0.02650286414667526
fr_piperdine,0.01337102886720487,0.04742858864627619,0.01977269968275186,0.0,0.0,0.0059599052759666815,0.0,0.012361746067457087
fr_piperzine,0.0,0.002633291396787918,0.01673521149084145,0.009787542224625856,0.013068341551444318,0.002968751512347767,0.008307124802406252,0.007642894711207652
fr_priamide,0.0018375097434979448,0.036477494768670016,0.0075993946429566694,0.0,0.0,0.0,0.0,0.006559199879303519
fr_pyridine,0.011671540507912637,0.006076639878821677,0.01806641890076155,0.0020511355096555217,0.015876140559117458,0.0,0.0,0.007677410765181263
fr_quatN,0.022246271197637668,0.045004503599956225,0.010333634321852081,0.003998620094737726,0.0,0.0,0.017752101683228494,0.014190732985344599
fr_sulfide,0.016641908061105992,0.01318844960639698,0.015209322713172213,0.0,0.0,0.0032245993007191665,0.009696789088119218,0.008280152681359081
fr_sulfonamd,0.012955220445453164,0.0034598692149852006,0.0,0.024313414189749416,0.0,0.0006518032509612581,0.0009553192013398437,0.006047946614641269
fr_sulfone,0.0,0.0016901766388032202,0.0,0.0,0.0,0.0,0.0022662157784423265,0.0005651989167493639
fr_term_acetylene,3.3306690738754696e-16,3.3306690738754696e-16,0.0,0.0,0.020889797415988953,0.011650574768098831,0.007331607005215401,0.005695997027043408
fr_tetrazole,0.0,0.0,0.0,0.0,0.008180588356038632,0.0,0.0,0.0011686554794340903
fr_thiazole,0.02117058552969131,0.08327087190812321,0.019352743606816825,0.0,0.030885890161891583,0.0,0.0,0.022097155886646132
fr_thiophene,0.004140750943254501,0.024793648139660007,0.0022223240987970794,0.0,0.0,0.0,0.0,0.004450960454530227
fr_unbrch_alkane,0.01339320586699455,0.01300066943079492,0.008937611625795538,0.02940685274487942,0.010272007255309523,0.009973304257663296,0.020804794185835362,0.015112635052467516
fr_urea,0.001647810949353512,0.009787849005271854,0.0,0.0,0.023861541936830433,0.010875218204823511,0.0,0.006596060013754187
EState_Delta,0.11290425852892039,0.47224892738411706,0.10612409406670187,0.05163297350574059,0.09699956140766619,0.058791079269966406,0.04423631180762344,0.13470531513867656
HAcceptors_to_HDonors_Ratio,0.05727914064549866,0.2475512184483799,0.027901612715823365,0.016553646748987738,0.06722891290658595,0.05226813275024278,0.013079044421140162,0.06883738694809408
MolLogP_sq,0.13652191740714192,0.3237880200176928,0.05226403121514123,0.03427999886398192,0.05423832535324302,0.0,0.010609860699225315,0.08738602193663232
MolWt_x_TPSA,0.09869543036869022,0.4261393836443421,0.0038907816383635385,0.05175195004209643,0.08590991726051,0.04218544912137445,0.04502888416339479,0.10765739946268164
